id,slug,title,category,folder_order,sort_order,content,created_at,updated_at,language
49,8-conjunction/1-そして-それから-でも,そして / それから / でも - sentence-starting conjunctions,conjunction,8,1,"# そして / それから / でも - sentence-starting conjunctions

Connect two separate, complete sentences — distinct from clause-attaching particles like けど (see [[../1-particle/12-けど]]), し (see [[../1-particle/15-し]]), or から (see [[../1-particle/8a-から]]), which all glue onto the end of the *first* clause. These instead stand alone at the start of the *second* sentence, after a full stop.

## そして — ""and then"" (formal-leaning sequencing)
Connects two sentences in sequence, often with a sense of a notable next step — common in narration, writing, and somewhat formal/deliberate speech:

- 朝ごはんを食べた。そして、仕事に行った。— [I] ate breakfast. And then, [I] went to work.
- 頑張った。そして、成功した。— [I] worked hard. And [then], [I] succeeded.

そして can feel a little formal/narrative for very casual daily chat — in relaxed conversation, that それから below, or just starting the next sentence with nothing at all, is often more natural.

## それから — ""after that"" / ""and then"" (casual, everyday sequencing)
The everyday, casual equivalent of そして for listing what happened next, or adding one more item to a list:

- 学校に行った。それから、友達と遊んだ。— [I] went to school. After that, [I] hung out with friends.
- パンを買った。それから、牛乳も買った。— [I] bought bread. And [then I] also bought milk.

それから also works to add an afterthought item to a list, similar to ""oh, and also"":

- コーヒーをください。それから、水も。— Coffee, please. And also water.

## でも — ""but"" (standalone, sentence-initial)
The sentence-starting counterpart to clause-attached けど (see [[../1-particle/12-けど]]) — same meaning, different structural slot. でも opens a new sentence that contrasts with the one before it:

- 行きたい。でも、時間がない。— [I] want to go. But, [I] don't have time.
- 高い。でも、買った。— [It]'s expensive. But, [I] bought [it].

Compare directly with けど gluing the same idea into one sentence:
- 行きたいけど、時間がない。— [I] want to go, but [I] don't have time. (one sentence)
- 行きたい。でも、時間がない。— [I] want to go. But [I] don't have time. (two sentences, でも opens the second)

Both are common and largely interchangeable in meaning — the choice is about pacing/emphasis: でも as its own sentence gives the contrast more weight/pause than けど folded into a single breath.

## Quick comparison: clause-attached vs. sentence-starting

| Meaning | Attaches to end of clause | Starts a new sentence |
|---|---|---|
| but | 〜けど (see [[../1-particle/12-けど]]) | でも |
| and then / next | 〜て (see [[../2-verb/2-て-form]]) | そして / それから |
| because... so | 〜から (see [[../1-particle/8a-から]]) | だから (see note below) |

## Notes
- でも here is unrelated to でも as an indefinite-extending suffix (何でも — anything, 誰でも — anyone) — same spelling, different grammatical job; context makes it obvious.
- だから (""so, therefore"") is the natural fourth member of this family — the sentence-starting counterpart to から, e.g. 疲れた。だから、休んだ。— [I] was tired. So, [I] rested. Worth its own note if this folder grows further.",2026-07-16T09:45:51.325896+00:00,2026-07-16T09:45:51.325896+00:00,ja
50,8-conjunction/2-trailing-off,"Trailing off — ending a sentence to imply ""...and more unsaid""",conjunction,8,2,"# Trailing off — ending a sentence to imply ""...and more unsaid""

A genuinely common Japanese conversational habit: ending a sentence right at a connector (けど, し, から, て-form) without ever finishing the thought. The connector itself signals ""there's more to this, but I'll let you fill in the rest"" — it's not a grammatical mistake or an interrupted sentence, it's a deliberate softening/politeness technique. Ties together threads already mentioned individually in [[../1-particle/12-けど]], [[../1-particle/15-し]], and [[../5-filler/5-ちょっと]].

## Why trail off at all
Finishing a sentence completely — stating a full request, a full refusal, a full opinion — can land as more forceful or final than intended. Stopping right at the connector leaves the conclusion implicit, which reads as softer, more polite, and less confrontational. The listener understands exactly what's being implied; it just isn't said outright.

## けど — trailing before a request or opinion
Covered in [[../1-particle/12-けど]], but worth seeing as part of the bigger pattern: けど at the end of a sentence sets up an unstated ""...so [can you help / what do you think / etc.]"":

- すみません、ちょっと聞きたいんですけど。— Excuse me, [I] wanted to ask something... (implies: ""...so, can I?"")
- これ、いいと思うんですけど。— I think this is good, but... (implies: ""...what do you think?"" or ""...so let's go with it, unless you object"")

## し — trailing as a loose, shrugging justification
Covered in [[../1-particle/15-し]]: a sentence ending on し implies ""...and there's more reasons like this,"" without listing them all — reads as a casual, semi-complete justification:

- でも、疲れてるし。— But, [I]'m tired, [you know]. (implies: ""...so let's not / so give me a break,"" left unstated)

## から — trailing before an implied conclusion
から (see [[../1-particle/8a-から]]) can trail the same way, leaving the ""so..."" conclusion unstated when it's obvious from context:

- もう遅いから...。— It's already late, so... (implied: ""...we should go / you should leave / let's wrap up"")

## て-form — trailing as a soft, unfinished request
A bare て-form (see [[../2-verb/2-て-form]]) at the end of an utterance can similarly leave a fuller request implicit, especially in pleading or emotional contexts:

- お願い、聞いて...。— Please, listen [to me]... (trails into an unstated ""...just this once"" or similar)

## ちょっと — trailing as a soft refusal
A different flavor of the same mechanic, covered in [[../5-filler/5-ちょっと]]: trailing off right after ちょっと is the standard, expected way to decline something without a blunt ""no"":

- 今日はちょっと...。— Today's a bit... (declining, fully understood without finishing)

## The common thread
In every case, the sentence is *structurally* incomplete but *pragmatically* complete — the listener isn't left confused, they're being given room to not force a direct confrontation, refusal, or demand into the open. This is one of the more distinctly Japanese conversational habits, and recognizing it (rather than waiting for someone to ""finish their sentence"") is important for following natural daily speech.

## Notes
- Rising, soft intonation on the trailing connector signals this is intentional, not a false start or a memory lapse — tone carries a lot of the meaning here, same as with ね (see [[../1-particle/6a-ね]]).
- As a learner, you don't need to master producing this yourself early on — recognizing it in others' speech (and not waiting awkwardly for them to ""finish"") is the higher-value skill to build first.",2026-07-16T09:45:51.325896+00:00,2026-07-16T09:45:51.325896+00:00,ja
51,1-particle/8a-から,"から - ""from"" / ""because"" particle",particle,1,13,"# から - ""from"" / ""because"" particle

Two distinct jobs: marking a starting point (time/place), and marking a reason/cause. They look identical but attach to different things — see [[8b-まで]] for the ""until"" counterpart that pairs with から's starting-point use.

## Starting point: time/place ""from""
Marks where or when something begins:

- 9時から始まります。— [It] starts from 9 o'clock.
- 家から駅まで歩きます。— [I] walk from home to the station. (see [[8b-まで]] for the から〜まで pair)
- 大阪から来ました。— [I] came from Osaka.

## Source / origin (broader than physical start)
から also marks where something originates from more abstractly — who gave/told/made something, or what something is derived from:

- 先生から聞きました。— [I] heard [it] from the teacher.
- 友達から手紙が来た。— A letter came from a friend.
- 米から作られる。— [It]'s made from rice.

Compare with に as indirect object (see [[3a-に]]): 先生に聞きました (I asked the teacher — targeting them) vs 先生から聞きました (I heard it from the teacher — them as the source). Different verbs, different direction of information flow.

## Reason/cause: ""because""
Attaches to the end of a clause (after plain or polite form) to give a reason — the から-clause comes first, the result/conclusion follows:

- 疲れたから、休みます。— Because [I]'m tired, [I]'ll rest.
- 雨が降っているから、行きたくない。— Since it's raining, [I] don't want to go.
- 危ないから、気をつけて。— [It]'s dangerous, so be careful.

Unlike the particle use (which attaches only to nouns), reason-から attaches to a full clause — verb, adjective, or noun+だ/です:

- 学生だから、お金がない。— Since [I]'m a student, [I] don't have money. (plain だ before から, even in a polite conversation — see [[3-plain-vs-polite-form]])
- 忙しいですから、行けません。— [I]'m busy, so [I] can't go. (polite です before から is also fine — unlike と思う, から doesn't force plain form)

## から vs ので (reason particles — brief note)
から is more direct/assertive about the cause; ので is softer and more common in polite/formal explanations. から is the safer daily default — ので is a later refinement, not needed to start.

## Notes
- から can stack after は for contrast: 明日からは頑張ります。— Starting tomorrow, [I]'ll work hard [implying: unlike until now].
- てから is a related but distinct pattern: て-form + から means ""after doing X"" (sequencing, not reason) — 食べてから、寝ます。— [I]'ll sleep after eating. Don't confuse this with plain-form+から (reason).",2026-07-16T09:48:41.292222+00:00,2026-07-16T09:48:41.292222+00:00,ja
52,1-particle/8b-まで,"まで - ""until/up to"" particle",particle,1,14,"# まで - ""until/up to"" particle

Marks an endpoint — in time, space, or extent. Pairs naturally with [[8a-から]] to bracket a range: から marks where something starts, まで marks where it ends.

## Endpoint: time/place ""until/to""
- 9時まで働きます。— [I] work until 9 o'clock.
- 駅まで歩きます。— [I] walk to/as far as the station.
- 家から駅まで10分です。— [It]'s 10 minutes from home to the station.

The から〜まで pairing is the standard way to express a range with a clear start and end:

- 月曜日から金曜日まで働きます。— [I] work from Monday to Friday.
- 東京から大阪まで新幹線で行きました。— [I] went from Tokyo to Osaka by shinkansen.

## まで alone (no から needed)
まで works fine without a stated starting point — the start is just whatever ""now""/the default reference point is:

- 明日まで待ってください。— Please wait until tomorrow.
- ここまでできました。— [I]'ve gotten this far. / [I]'ve done up to here.

## まで vs までに — a critical distinction
This is the single most important thing to get right with まで: **まで** means the action/state continues *up through* the endpoint, while **までに** means the action must happen *by* (at some point no later than) the deadline — a one-time event, not a continuous state:

- 5時まで待ちます。— [I]'ll wait until 5. (waiting continues the whole time, up to 5)
- 5時までに来てください。— Please come by 5. (arrival happens at some point no later than 5 — not ""arriving continuously"")

Mixing these up is a common, meaning-changing mistake:
- 明日まで終わらせます。would oddly suggest ""finishing"" as an ongoing state through tomorrow.
- 明日までに終わらせます。— [I]'ll get [it] finished by tomorrow. (correct — finishing is a one-time event with a deadline)

Rule of thumb: if the verb describes something continuous/ongoing (待つ, 働く, いる), use plain まで. If the verb describes a one-time completed event (終わる, 出す, 来る, 提出する), use までに.

## Extent: ""even/as far as"" (emphatic)
Like も (see [[5b-も]]), まで can push toward an extreme, emphatic reading — ""even,"" ""to the extent of"":

- 彼は私にまで嘘をついた。— He lied even to me.
- そこまで言わなくても。— [You] didn't have to go that far [in what you said]. (lit. ""even to that point"")

## Notes
- まで doesn't replace は/が/を the way many other particles do — it can combine with は for contrast: 5時までは大丈夫です。— Until 5, [it]'s fine [implying: after that, it's not].
- Don't confuse まで (until, this file) with 〜前に (before) — 5時まで (up until 5, inclusive of the whole span) vs 5時前に (before 5, i.e. sometime earlier than 5) describe different things.",2026-07-16T09:48:41.292222+00:00,2026-07-16T09:48:41.292222+00:00,ja
53,1-particle/9a-だけ,"だけ - ""only"" (neutral) particle",particle,1,15,"# だけ - ""only"" (neutral) particle

Marks a strict limit — ""only X,"" ""just X"" — in either affirmative or negative sentences, with a neutral, matter-of-fact tone. See [[9b-しか]] for the negative-only counterpart with a different nuance.

## Basic ""only""
Attaches directly to nouns, replacing は/が/を much like も does (see [[5b-も]]):

- 千円だけあります。— [I] only have 1000 yen. (stated as plain fact)
- これだけください。— Please give [me] just this.
- 少しだけ食べました。— [I] ate just a little.

## Works in affirmative sentences (unlike しか)
だけ is fine standing alone with a positive verb — this is the key structural difference from しか, which forces a negative verb:

- 水だけ飲みます。— [I]'ll only drink water. (plain affirmative, no negative needed)

## だけ with verbs/clauses
だけ can attach after a plain-form verb or clause, not just nouns, meaning ""only [do X]"" or ""just because [X]"":

- 見るだけです。— [I]'m just looking. (common in shops, deflecting a salesperson)
- 言っただけです。— [I] just said [it, no deeper meaning].

## Tone: neutral, not emotional
だけ simply states a limit without extra feeling — compare with しか, which carries a stronger ""that's all there is, and it feels insufficient"" undertone (see [[9b-しか]]). だけ is the safer, more neutral default when you just want to say ""only.""

## Notes
- だけ can combine with で: 一人だけで行った。— [I] went alone, just by myself.
- だけじゃなく(て) — ""not only"" — sets up a ""not only X, but also Y"" pattern: 日本語だけじゃなく、中国語も話せます。— [I] can speak not only Japanese, but also Chinese [see [[5b-も]] for the も half of this pattern].",2026-07-16T09:48:41.292222+00:00,2026-07-16T09:48:41.292222+00:00,ja
54,1-particle/9b-しか,"しか - ""only"" (negative-forced) particle",particle,1,16,"# しか - ""only"" (negative-forced) particle

Also means ""only,"" but structurally different from [[9a-だけ]] in one strict way: しか always requires a negative verb at the end of the sentence, and carries a stronger ""that's all there is"" undertone — often implying it's less than [you] wanted/expected.

## Must pair with a negative verb
This is the one hard rule to remember — しか + affirmative verb is ungrammatical:

- 千円しかありません。— [I] only have 1000 yen. (lit. ""there isn't [anything] except 1000 yen"")
- ~~千円しかあります。~~ — ungrammatical, must be negative.
- 日本語しか話せません。— [I] can only speak Japanese [and no other language].
- 少ししか食べなかった。— [I] only ate a little. (implying: less than expected/hoped)

The double-negative logic (""nothing except X"") is baked into the grammar even though the English translation reads as a plain positive statement (""I only have..."").

## しか vs だけ — the nuance difference
Both can translate to ""only,"" but they don't feel the same:

| | だけ | しか |
|---|---|---|
| Verb form | either | must be negative |
| Tone | neutral | implies insufficiency/regret |
| Example | 水だけ飲みます。(I'll just drink water — neutral choice) | 水しかありません。(There's only water — implying ""that's all there is, sorry"") |

If you want to express mild disappointment or emphasize scarcity, reach for しか. If you're just stating a plain limit, だけ is safer and more neutral.

## Common daily patterns
- 〜人しかいない — ""there are only [N] people"" (often implying too few): 三人しかいません。— There are only 3 people [and that's not enough].
- 〜しかない — ""there's no choice but to..."" (idiomatic, beyond literal ""only""): やるしかない。— [There's] nothing to do but try. / [I] have no choice but to do it.

## Notes
- しか replaces は/が/を on the noun it attaches to, same as だけ and も.
- しか can stack after other particles: これしか道がない。— This is the only path [there is].",2026-07-16T09:48:41.292222+00:00,2026-07-16T09:48:41.292222+00:00,ja
55,1-particle/10-ぐらい,"ぐらい / くらい - ""about/approximately"" particle",particle,1,17,"# ぐらい / くらい - ""about/approximately"" particle

Marks a rough estimate — amount, time, degree — rather than an exact figure. Both spellings/pronunciations are used interchangeably (くらい is slightly more common in careful/formal speech, ぐらい in casual speech), no meaning difference.

## Approximate quantity
Attaches after a number/amount to soften it into an estimate:

- 3時間ぐらい待ちました。— [I] waited about 3 hours.
- 千円くらいです。— [It]'s about 1000 yen.
- 10人ぐらい来ました。— About 10 people came.

## Approximate degree (comparison of scale)
ぐらい/くらい can also express ""to the extent of,"" comparing a degree or intensity rather than a quantity — often paired with a noun/clause as the reference point:

- 死ぬぐらい疲れた。— [I]'m tired to the point of [almost] dying. (hyperbolic, very common casual exaggeration)
- 彼ぐらい上手じゃない。— [I]'m not as skilled as him. (roughly ""to his degree"")

## それぐらい / どのぐらい — common set phrases
- それぐらい分かるよ。— [I] know [at least] that much. (mild pushback, ""give me some credit"")
- どのぐらいかかりますか。— About how long does [it] take? (asking for an estimate — extremely common daily question, alongside どれぐらい)

## ぐらい vs ほど — brief note
ほど is a more formal/written near-synonym for the ""degree/extent"" sense of ぐらい — 〜ほど not needed as a first pass; ぐらい/くらい covers casual daily use fine on its own.

## Notes
- ぐらい/くらいはdoesn't replace は/が/を the way だけ/しか/も do — it attaches to the quantity/degree expression itself, which then behaves normally in the sentence (3時間ぐらい待った — ぐらい sits between the quantity and the verb, no particle conflict).
- Can combine with other particles: 3時間ぐらいで着きます。— [We]'ll arrive in about 3 hours. (ぐらい + で, marking the approximate duration as a bounding scope — see [[3b-で]]).",2026-07-16T09:48:41.292222+00:00,2026-07-16T09:48:41.292222+00:00,ja
56,1-particle/11-ながら,"ながら - ""while doing"" particle",particle,1,18,"# ながら - ""while doing"" particle

Links two actions happening at the same time, done by the same person — ""while doing X, [also do] Y."" Attaches to the ます-stem (see [[1-conjugation-group]] in 2-verb), not the dictionary form.

## Forming it
ます-stem + ながら:

- 食べる → 食べながら — while eating
- 話す → 話しながら — while talking
- 歩く → 歩きながら — while walking
- する → しながら — while doing

## Core pattern
**A-ながら、B** → ""while doing A, [do] B"" — B is the main action, A is the background/simultaneous one:

- 音楽を聞きながら勉強します。— [I] study while listening to music.
- 歩きながらスマホを見るのは危ない。— Looking at your phone while walking is dangerous.
- テレビを見ながらご飯を食べた。— [I] ate while watching TV.

The subject must be the same person doing both actions — ながら can't link two different people's simultaneous actions.

## Word order matters for emphasis
The verb after ながら (B) is the main, foregrounded action; the ながら-clause (A) is the backdrop. Swapping which action goes where changes what's emphasized:

- 音楽を聞きながら勉強する。— [I] study (main) while listening to music (background).
- 勉強しながら音楽を聞く。— [I] listen to music (main) while studying (background).

Same two activities, different emphasis depending on which one is the ""point"" of the sentence.

## ながら as ""despite/although"" (secondary use)
A less common but real second meaning: ながら can mean ""even though,"" especially in the fixed phrase 残念ながら:

- 残念ながら、行けません。— Unfortunately (lit. ""while it's regrettable""), [I] can't go.
- 知っていながら、教えてくれなかった。— Even though [he] knew, [he] didn't tell [me].

This use is lower-frequency than the simultaneous-action use but 残念ながら itself is common enough as a fixed phrase to recognize on sight.

## Notes
- Don't confuse ながら (same person, two simultaneous actions) with て-form sequencing (see [[2-て-form]] in 2-verb), which describes actions happening one after another, not at the same time.
- Casual daily speech uses this constantly for everyday multitasking descriptions — one of the more naturally-produced patterns once the ます-stem is solid.",2026-07-16T09:48:41.292222+00:00,2026-07-16T09:48:41.292222+00:00,ja
57,1-particle/12-けど,"けど - casual ""but"" particle",particle,1,19,"# けど - casual ""but"" particle

Casual version of が (as a clause-connector, not the subject particle covered in [[1b-が]]) and でも — links two clauses in contrast, or just softens a statement. Extremely common in daily speech.

## Basic contrast: ""but""
Attaches after plain or polite form, connecting two clauses where the second contradicts or contrasts with the first:

- 行きたいけど、時間がない。— [I] want to go, but [I] don't have time.
- 高いけど、おいしいです。— [It]'s expensive, but [it]'s good.
- 忙しいですけど、大丈夫です。— [I]'m busy, but [it]'s fine. (polite form + けど is fine — けど doesn't force plain form, like から)

Formality ladder: けど (most casual) → けれど → けれども (most formal/written). All three mean the same thing; けど is what you'll hear constantly in daily conversation.

## Softening / cushioning (no real contrast)
Just like the softening use of が in formal speech, けど often appears with nothing actually being contrasted — it just takes the edge off a statement, request, or opinion:

- これ、いいと思うんですけど。— I think this is good, [but/well...]. (hedging an opinion, inviting reaction)
- すみません、ちょっと聞きたいんですけど。— Excuse me, [I] wanted to ask something... (softening a request before making it)

This trailing-off use — ending a sentence right at けど without finishing the thought — is one of the most natural-sounding casual speech habits once you notice it. It leaves room for the listener to respond rather than steamrolling with a complete statement. See [[../8-conjunction/2-trailing-off]] for this pattern across けど/し/から/て-form as a unified habit.

## けど introducing background before the main point
けど is also used to set up context before getting to what you actually want to say, similar to English ""so, [background]... anyway, [point]"":

- 昨日話したことなんだけど、やっぱり無理かも。— About what [we] talked about yesterday... [I] think it might not work after all.

## Notes
- けど doesn't replace は/が/を — it attaches to the end of a complete clause, not to a noun.
- Don't confuse this けど with けど as a shortened, casual sentence-final softener with no contrast at all — context (is there an actual contrast, or is it just trailing off) tells you which reading applies, both are common.",2026-07-16T09:48:41.292222+00:00,2026-07-16T09:48:41.292222+00:00,ja
58,1-particle/13-とか,"とか - casual ""or something/like"" particle",particle,1,20,"# とか - casual ""or something/like"" particle

Casual, hedging version of と (see [[5a-と]]) for listing examples — signals ""this and stuff like it,"" not an exhaustive list. Extremely common in relaxed daily speech.

## Non-exhaustive listing (""...and stuff"", ""...or whatever"")
Where と lists items completely (see [[5a-と]]), とか implies there are other similar things left unsaid — softer, more casual, ""for example"":

- パンとかコーヒーとか買いました。— [I] bought bread, coffee, and stuff like that.
- 週末は映画とか見ます。— On weekends [I] watch movies and stuff.

Often only appears once, at the end of a single example, functioning like ""or something"":

- 疲れたから、休むとか。— [I]'m tired, so maybe [I'll] rest or something. (very casual, trailing suggestion)

## Softening an example or suggestion
とか frequently marks something as just one option among many, keeping the tone light and non-committal — useful for suggestions without sounding pushy:

- お茶とか、どう? — How about tea or something?
- 明日とか、暇? — Are [you] free tomorrow or [some other day nearby]?

## Quoting/hedged reporting (casual version of と + 言う)
とか can casually report what someone said, with a slightly detached, ""or something like that"" flavor — less precise/committal than と言っていた:

- 田中さん、来ないとか言ってたよ。— Tanaka said something about not coming, [I think].

This carries a ""secondhand, not 100% sure of the exact wording"" nuance that plain と + 言う doesn't have.

## とか vs や — both non-exhaustive, different register
や (not yet covered as its own file) is the more neutral/written non-exhaustive ""and"" (パンやコーヒーを買いました。); とか is its casual-speech cousin with the added ""or something"" hedge. In daily conversation, とか is far more common than や.

## Notes
- とか doesn't replace は/が/を — it attaches directly after the nouns/clauses being listed, and the whole とか-list can still take a particle afterward (パンとかコーヒーとかを買いました. — the final を marks the whole list as the object, though it's often dropped in casual speech per [[2-を]]).
- Overusing とか as a verbal tic (like English ""like"" or ""or whatever"") is common in very casual youth speech — recognize it, but don't feel pressured to overuse it yourself.",2026-07-16T09:48:41.292222+00:00,2026-07-16T09:48:41.292222+00:00,ja
59,1-particle/15-し,"し - casual ""and, what's more"" (reason-stacking) particle",particle,1,21,"# し - casual ""and, what's more"" (reason-stacking) particle

Lists reasons or facts, implying there are more where that came from — ""X, and also Y, [so...]."" Distinct from から (see [[8a-から]]), which gives a single, direct reason; し stacks multiple points loosely, often for a casual explanation or complaint.

## Forming it
Attaches after plain form (verbs, い-adjectives, and な-adjectives/nouns + だ):

- 忙しいし、疲れてるし、今日は休む。— [I]'m busy, and [I]'m tired, so [I]'m resting today.
- このレストラン、安いし、おいしいし、また来たい。— This restaurant is cheap, and tasty, so [I] want to come again.
- 今日は雨だし、寒いし、出かけたくない。— Today it's rainy, and it's cold, so [I] don't want to go out.

## One し is enough — doesn't need to be doubled
Unlike も...も (see [[5b-も]]) or the examples above, a single し at the end of one clause already implies ""and there's more"" even without a second し stacking another clause:

- 疲れたし、もう寝る。— [I]'m tired, so [I]'m going to sleep. (one reason stated, but し signals ""among other things"")

## し vs から/ので — tone difference
から/ので present a direct, singular cause → effect. し presents a looser list of contributing factors, often used to justify a decision without sounding like [you]'re over-explaining or being defensive — a very natural way to casually rationalize something:

- 疲れたから、休む。— Because [I]'m tired, [I]'ll rest. (direct, single reason)
- 疲れたし、休む。— [I]'m tired, [and stuff], so [I]'ll rest. (looser, casual, implies unstated additional reasons)

## Standalone use — trailing justification
し can end a sentence on its own as a shrugging, semi-complete justification, similar to how English ""...and stuff"" or ""I mean..."" trails off:

- でも、疲れてるし。— But, [I]'m tired, [you know]. (trailing off, offering a loose excuse)

See [[../8-conjunction/2-trailing-off]] for this same habit across けど/し/から/て-form.

## Notes
- し doesn't replace は/が/を — it attaches to the end of a complete clause, like けど (see [[12-けど]]).
- Casual, everyday register — safe in relaxed conversation, less common in formal/written contexts where から/ので or a fuller list would be preferred.",2026-07-16T09:48:41.292222+00:00,2026-07-16T09:48:41.292222+00:00,ja
60,1-particle/16-ばかり,"ばかり - ""just did X"" / ""only, all X"" particle",particle,1,22,"# ばかり - ""just did X"" / ""only, all X"" particle

Two related but distinct uses: marking something as having *just* happened, or marking something as happening *excessively/exclusively*. Different nuance from だけ/しか (see [[9a-だけ]]/[[9b-しか]]), which are about strict limits, not recency or repetition.

## Just did X — たばかり
Attaches after plain past (た-form, see [[../2-verb/2-て-form]] for the sound-shift table) to mean ""just did,"" emphasizing how recently something happened:

- 食べたばかりです。— [I] just ate.
- 日本に来たばかりです。— [I] just came to Japan [recently].
- 始めたばかりで、まだよく分かりません。— [I] just started, so [I] don't really understand [it] yet.

This is a distinct, common daily pattern — different from さっき (a moment ago, a plain adverb) in that ばかり grammatically frames the *state of having just done it* as still relevant/fresh.

## Only/all X — excessive repetition or exclusivity
Attaches after nouns (with を often dropped) or plain form, meaning ""nothing but X,"" ""always doing X"" — usually with a mildly critical or exasperated tone:

- 彼はゲームばかりしている。— He's always playing games [and nothing else]. (see [[../2-verb/9-ている]] for the ている state)
- お菓子ばかり食べないで。— Don't eat nothing but sweets. (see [[../4-pattern/2-requests]] for ないで as a casual negative request)
- 文句ばかり言う。— [He] does nothing but complain.

This use carries an implicit ""...and that's a problem"" undertone — different from だけ, which is neutral about the limit it states.

## ばかり vs たばかり — don't confuse the two
Same word, different attachment point, different meaning entirely:

| Form | Meaning |
|---|---|
| 動詞た形 + ばかり | just did X (recency) |
| 名詞/動詞 + ばかり | only/always X (excess, mild criticism) |

## Notes
- ばかり can combine with いる for a compound state: 泣いてばかりいる。— [She]'s always crying. (て-form + ばかり + いる)
- Casual speech often shortens ばかり to just ばっかり or ばっか — same meaning, more emphatic/colloquial: ゲームばっかり! — Nothing but games!",2026-07-16T09:48:41.292222+00:00,2026-07-16T09:48:41.292222+00:00,ja
61,2-verb/1-conjugation-group,Verb conjugation groups,verb,2,1,"# Verb conjugation groups

Japanese verbs split into three groups by how they conjugate. Everything downstream — て-form, plain form, potential, negative, conditional — is a mechanical rule applied on top of this grouping. Learn to classify a verb correctly first; the rest is pattern application. See [[2-て-form]] and [[3-plain-vs-polite-form]], both built directly on this.

## The three groups

**Group 1 — う-verbs (godan / ""u-verbs"")**
Dictionary form ends in -u, and the final kana is any u-row kana other than る preceded by an i/e sound (see the る-verb trap below):

- 話す (hanasu) — to speak
- 読む (yomu) — to read
- 買う (kau) — to buy
- 待つ (matsu) — to wait
- 帰る (kaeru) — to return (looks like a る-verb, isn't — see below)

**Group 2 — る-verbs (ichidan / ""ru-verbs"")**
Dictionary form ends in -iru or -eru, where removing る leaves a valid stem directly usable across all conjugations:

- 食べる (taberu) — to eat
- 見る (miru) — to see
- 起きる (okiru) — to get up
- 寝る (neru) — to sleep

**Group 3 — irregular**
Only two true irregulars, but they're extremely high-frequency:

- する — to do
- 来る (kuru) — to come

## The る-verb trap
Not every verb ending in -iru/-eru is a る-verb. Some are secretly う-verbs that happen to end in る:

- 帰る (kaeru) — to return → う-verb (conjugates 帰ります, not 帰えます)
- 入る (hairu) — to enter → う-verb
- 走る (hashiru) — to run → う-verb
- 知る (shiru) — to know → う-verb

There's no 100% reliable shortcut — these have to be memorized as exceptions. When in doubt, check the ます-form: real る-verbs drop る cleanly (食べる→食べます), fake ones (う-verbs in disguise) change the vowel (帰る→帰ります, not 帰ます).

## ます-stem (masu-stem)
The single most useful form to extract from any verb — nearly every conjugation pattern builds off it:

| Group | Rule | Example |
|---|---|---|
| う-verb | change final -u to -i | 話す → 話し |
| る-verb | drop る | 食べる → 食べ |
| irregular | する→し, 来る→来(き) | する → し, 来る → 来 |

Add ます for polite non-past: 話します, 食べます, します, 来ます (きます).

## Why this matters before anything else
て-form, た-form (plain past), potential form, passive, causative — all of them are group-dependent rules. If you can't reliably say ""this is a う-verb"" vs ""this is a る-verb,"" every subsequent pattern becomes rote memorization per-verb instead of a rule applied once. Nail this first.

## Notes
- 一段 (ichidan) = ""one grade"" = る-verb (stem doesn't change). 五段 (godan) = ""five grades"" = う-verb (stem shifts across the five u-row vowels: か/き/く/け/こ etc.) — the Japanese grammar terms literally describe the mechanic.
- Dictionary form is also called plain non-past — see [[3-plain-vs-polite-form]].",2026-07-16T09:48:41.292222+00:00,2026-07-16T09:48:41.292222+00:00,ja
