id,sentence,meaning,created_at,updated_at,word_id,language,category_id
1459,お菓子を箱に入れた。,I put the sweets in the box.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,786,ja,
1460,三組のクラスに入った。,I joined class 3.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,776,ja,44
1461,欠席の理由を教えてください。,Please tell me the reason for your absence.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,674,ja,44
1462,自分でやってみる。,Try to do it by oneself.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,939,ja,
1463,用事が終わったら連絡する。,I'll contact you when I'm done with my errands.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,704,ja,
1464,趣味は読書です。,My hobby is reading.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,863,ja,
1465,毎年お正月に家族が集まる。,"Every year, the family gathers at New Year's.",2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,790,ja,28
1466,先生に注意された。,I was warned by the teacher.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,772,ja,44
1467,選手が入場してきた。,The players entered.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,833,ja,69
1468,神様にお祈りをした。,I prayed to God.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,692,ja,
1469,先生に質問した。,I asked the teacher a question.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,825,ja,44
1470,郵便局で荷物を送る。,I send a package at the post office.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,852,ja,81
1471,身長は何センチですか？,What is your height?,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,874,ja,63
1472,牛肉を使ってカレーを作る。,Make curry using beef.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,706,ja,28
1473,西の空が赤くなった。,The western sky turned red.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,924,ja,34
1474,室内の温度が高すぎる。,The indoor temperature is too high.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,752,ja,
1475,箱の中に何が入っている？,What's inside the box?,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,786,ja,
1476,新鮮な野菜を買った。,I bought fresh vegetables.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,41,ja,72
1477,荷物を宅配便で送った。,I sent the package by courier.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,847,ja,85
1478,貯金が増えた。,My savings increased.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,829,ja,80
1479,明日は祝日なので会社は休みだ。,Tomorrow is a national holiday so the company is closed.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,765,ja,6
1480,野菜を毎日食べている。,I eat vegetables every day.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,41,ja,
1481,オリンピック選手になりたい。,I want to become an Olympic athlete.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,833,ja,69
1482,近所にスーパーがある。,There is a supermarket nearby.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,926,ja,72
1483,血が止まった。,The blood stopped.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,943,ja,17
1484,算数の問題を解く。,Solve arithmetic problems.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,676,ja,44
1485,日本での生活に慣れた。,I got used to life in Japan.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,730,ja,
1486,神様が守ってくださいますように。,May God protect us.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,692,ja,
1487,親切な人に助けてもらった。,A kind person helped me.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,912,ja,
1488,箱根で温泉に入った。,I bathed in a hot spring in Hakone.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,733,ja,39
1489,旅行の荷物を準備した。,I prepared my luggage for the trip.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,847,ja,39
1490,野原に花が咲いている。,Flowers are blooming in the meadow.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,870,ja,34
1491,彼の父親は医者だ。,His father is a doctor.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,785,ja,
1492,算数が好きな子供だ。,A child who likes arithmetic.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,676,ja,44
1493,海外旅行が好きだ。,I like traveling abroad.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,729,ja,39
1494,注文が届いた。,My order arrived.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,61,ja,85
1495,やさしい言葉をかける。,Give kind words.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,856,ja,52
1496,旅行の計画を立てる。,Make a travel plan.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,810,ja,39
1497,社会科の授業を受ける。,I attend social studies class.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,802,ja,44
1498,音楽を聞くのが好きだ。,I like listening to music.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,881,ja,
1499,野球の部活に入った。,I joined the baseball club.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,935,ja,44
1500,今日は運がいい。,I'm lucky today.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,916,ja,
1501,湖の水はきれいだ。,The lake water is clean.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,759,ja,34
1502,100メートルを10秒で走った。,I ran 100 meters in 10 seconds.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,684,ja,69
1503,銀色のアクセサリー。,Silver accessories.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,817,ja,12
1504,牛乳はカルシウムが豊富だ。,Milk is rich in calcium.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,747,ja,
1505,日本酒が好きだ。,I like Japanese sake.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,859,ja,
1506,社会のルールを守る。,Follow the rules of society.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,802,ja,
1507,大豆からみそを作る。,Miso is made from soybeans.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,907,ja,
1508,明日試験がある。,I have an exam tomorrow.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,814,ja,44
1509,雲の間から太陽が見える。,The sun is visible between the clouds.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,839,ja,34
1510,自分の意見を言う。,Express one's own opinion.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,939,ja,52
1511,温泉旅行に行きたい。,I want to go on a hot spring trip.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,733,ja,39
1512,氷が溶けた。,The ice melted.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,804,ja,34
1513,時間表を作った。,I made a timetable.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,821,ja,6
1514,後で連絡します。,I'll contact you later.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,860,ja,52
1515,酒を飲みすぎた。,I drank too much alcohol.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,859,ja,
1516,毎週日曜日に家族で外食する。,"Every Sunday, I eat out with my family.",2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,726,ja,71
1517,太陽は西に沈む。,The sun sets in the west.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,924,ja,34
1518,運動不足で体が重い。,My body feels heavy due to lack of exercise.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,883,ja,17
1519,毎月の予算を管理する。,Manage the monthly budget.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,682,ja,80
1520,肉屋で牛肉を買った。,I bought beef at the butcher shop.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,732,ja,72
1521,呼んでも返事がなかった。,There was no answer even when I called.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,865,ja,
1522,日本語の言葉を覚える。,Learn Japanese words.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,856,ja,57
1523,湖のそばに宿がある。,There is an inn by the lake.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,759,ja,39
1524,親切にしてくれてありがとう。,Thank you for being kind.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,912,ja,
1525,祭りで神輿を担いだ。,I carried a portable shrine at the festival.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,734,ja,
1526,船で島へ渡る。,Cross to the island by boat.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,944,ja,39
1527,この紙を折ってください。,Please fold this paper.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,766,ja,
1528,羊の毛は温かい。,Sheep's wool is warm.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,748,ja,36
1529,日本では米をよく食べる。,"In Japan, rice is eaten a lot.",2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,719,ja,
1530,近くの郵便局はどこですか？,Where is the nearest post office?,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,852,ja,81
1531,今日は用事がある。,I have errands today.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,704,ja,
1532,頭が痛い。,I have a headache.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,920,ja,17
1533,道に迷った。,I got lost on the road.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,886,ja,41
1534,答えが分からない。,I don't know the answer.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,681,ja,57
1535,色々考えた。,I thought about many things.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,948,ja,57
1536,雪で道が滑りやすい。,The road is slippery from snow.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,888,ja,34
1537,近くの薬局を探した。,I looked for a nearby pharmacy.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,872,ja,78
1538,自由に発言できる国だ。,It's a country where one can speak freely.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,917,ja,
1539,運を信じますか。,Do you believe in luck?,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,916,ja,
1540,趣味が合う友人と過ごした。,I spent time with a friend who shares my interests.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,863,ja,
1541,道路が混んでいる。,The road is congested.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,639,ja,59
1542,週末は何をしますか？,What do you do on weekends?,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,826,ja,
1543,雪が降っている。,It is snowing.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,888,ja,34
1544,試験に合格した。,I passed the exam.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,814,ja,44
1545,公園に池がある。,There is a pond in the park.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,807,ja,34
1546,表に整理した。,I organized it into a table.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,821,ja,
1547,子供に絵本を読んであげる。,I read a picture book to my child.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,725,ja,28
1548,薬局で薬を買った。,I bought medicine at the pharmacy.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,872,ja,78
1549,質問があれば遠慮なくどうぞ。,Please feel free to ask if you have questions.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,825,ja,
1550,交差点では注意してください。,Please be careful at intersections.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,772,ja,
1551,池に魚がいる。,There are fish in the pond.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,807,ja,36
1552,街を散歩した。,I took a walk around town.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,812,ja,59
1553,金魚を水槽で育てる。,Raise goldfish in an aquarium.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,884,ja,36
1554,色々な料理を食べた。,I ate various dishes.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,948,ja,
1555,自由な時間を楽しんだ。,I enjoyed my free time.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,917,ja,
1556,連絡が取れなくなった。,I lost contact.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,860,ja,52
1557,毎月家賃を払う。,Pay rent every month.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,682,ja,84
1558,一部分だけ読んだ。,I only read part of it.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,911,ja,
1559,野球チームに入りたい。,I want to join a baseball team.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,880,ja,69
1560,フライパンに油をひく。,I put oil in the frying pan.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,666,ja,28
1561,京都を観光する。,Go sightseeing in Kyoto.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,592,ja,39
1562,郵便で手紙を送った。,I sent a letter by mail.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,815,ja,81
1563,自分の考えを伝える。,Express one's own thoughts.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,798,ja,52
1564,この部分が難しい。,This part is difficult.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,911,ja,
1565,身長が高い。,Tall in height.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,874,ja,63
1566,10秒待ってください。,Please wait 10 seconds.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,684,ja,6
1567,冷ややっこは冷たい豆腐だ。,Hiyayakko is cold tofu.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,50,ja,
1568,サッカーの練習に参加した。,I participated in soccer practice.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,709,ja,69
1569,農家が畑を耕している。,The farmer is plowing the field.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,698,ja,
1570,生徒たちは熱心に勉強している。,The students are studying enthusiastically.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,705,ja,44
1571,毎週レポートを提出する。,Submit a report every week.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,726,ja,44
1572,道路工事中だ。,Road construction is underway.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,639,ja,
1573,銀行に口座を開いた。,I opened a bank account.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,932,ja,80
1574,広い野原で遊ぶ。,Play in a wide open field.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,870,ja,34
1575,父親として子供を育てる。,Raise children as a father.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,785,ja,28
1576,夏の祭りに行った。,I went to the summer festival.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,734,ja,
1577,港から出発した。,I departed from the port.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,739,ja,39
1578,この県の人口は多い。,This prefecture has a large population.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,737,ja,1
1579,二人組でゲームをする。,Play a game in pairs.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,776,ja,1
1580,細い道を歩く。,Walk on a narrow road.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,886,ja,63
1581,牧場に羊がいる。,There are sheep at the ranch.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,748,ja,36
1582,洋服ダンスに服をかけた。,I hung the clothes in the wardrobe.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,712,ja,28
1583,日本には多くの祝日がある。,Japan has many national holidays.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,765,ja,6
1584,畑でトマトを育てた。,I grew tomatoes in the field.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,698,ja,
1585,何か理由があるはずだ。,There must be some reason.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,674,ja,57
1586,先生が生徒を指導した。,The teacher guided the students.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,705,ja,44
1587,読書が趣味だ。,Reading is my hobby.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,827,ja,
1588,にぎやかな街に住んでいる。,I live in a lively city.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,812,ja,
1589,軽食コーナーで食べた。,I ate at the snack corner.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,905,ja,73
1590,洋食と和食、どちらが好きですか。,Do you prefer Western food or Japanese food?,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,683,ja,71
1591,放課後は部活がある。,I have club activities after school.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,935,ja,44
1592,正しい答えを書く。,Write the correct answer.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,681,ja,44
1593,神奈川県に住んでいる。,I live in Kanagawa Prefecture.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,737,ja,
1594,月が銀色に輝く。,The moon shines in silver.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,817,ja,34
1595,放課後に野球をした。,I played baseball after school.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,880,ja,44
1596,郵便番号を書いてください。,Please write your postal code.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,815,ja,81
1597,近所の人に挨拶する。,Greet the neighbors.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,926,ja,52
1598,子供の遊びは大切だ。,Play is important for children.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,823,ja,
1599,毎年成長している。,I am growing every year.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,790,ja,
1600,遊びに来てください。,Please come to visit.,2026-07-11T13:34:02.001551+00:00,2026-07-11T13:34:02.001551+00:00,823,ja,
1601,会議の前に軽食をとった。,I had a light meal before the meeting.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,905,ja,48
1602,空に雲が多い。,There are many clouds in the sky.,2026-07-11T13:34:02.001551+00:00,2026-08-29T05:35:26.246638+00:00,839,ja,34
1603,先月に新しい仕事を始めた。,I started a new job last month.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,914,ja,48
1604,妹は小学生だ。,My younger sister is an elementary student.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,904,ja,44
1605,外は寒い。,It is cold outside.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,862,ja,34
1606,学校の食堂で昼ご飯を食べる。,Eat lunch in the school cafeteria.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,908,ja,44
1607,一人で旅行した。,I traveled alone.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,828,ja,39
1608,家の近くにスーパーがある。,There is a supermarket near my house.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,809,ja,72
1609,馬が草を食べている。,The horse is eating grass.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,894,ja,36
1610,六月は梅雨の季節だ。,June is the rainy season.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,931,ja,34
1611,今年の夏は暑かった。,This year's summer was hot.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,891,ja,34
1612,毎日学校へ行く。,I go to school every day.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,841,ja,44
1613,会社に入社する。,I join a company.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,834,ja,48
1614,二階から見える。,You can see from the second floor.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,831,ja,41
1615,兄は大学生だ。,My older brother is a university student.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,930,ja,44
1616,二階に部屋がある。,There is a room on the second floor.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,831,ja,41
1617,姉は大学で勉強している。,My older sister is studying at university.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,950,ja,44
1618,七月に海へ行く。,I go to the beach in July.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,915,ja,39
1619,友達に手紙を書く。,Write a letter to a friend.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,897,ja,52
1620,バランスのよい食事をとる。,Have a well-balanced meal.,2026-07-11T13:35:15.832798+00:00,2026-07-11T13:35:15.832798+00:00,890,ja,
1621,中学校は三年間だ。,Middle school is three years.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,889,ja,44
1622,十二月の終わりに大晦日がある。,At the end of December there is New Year's Eve.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,813,ja,6
1623,駅員に道を聞いた。,I asked the station staff for directions.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,945,ja,82
1624,学校の帰りに友達と遊んだ。,I played with friends on the way home from school.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,841,ja,44
1625,午前十時に起きる。,I wake up at 10 AM.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,934,ja,6
1626,一人っ子です。,I am an only child.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,828,ja,28
1627,小学校は六年間だ。,Elementary school is six years.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,1057,ja,44
1628,旅行の出発前に準備をした。,I prepared before the trip departure.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,903,ja,39
1629,図書館で本を借りる。,Borrow books from the library.,2026-07-11T13:35:15.832798+00:00,2026-07-11T13:35:15.832798+00:00,820,ja,
1630,体の調子がいい。,I feel well.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,861,ja,17
1631,嬉しそうな顔をしている。,She has a happy expression.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,895,ja,55
1632,八月にお盆がある。,Obon (a Buddhist holiday) is in August.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,898,ja,6
1633,天気予報を見た。,I watched the weather forecast.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,896,ja,34
1634,先月は忙しかった。,Last month was busy.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,914,ja,6
1635,家族と夕食を食べる。,I eat dinner with my family.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,849,ja,28
1636,父は会社で働いている。,My father works at a company.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,834,ja,48
1637,六月に結婚式を挙げた。,I held a wedding ceremony in June.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,931,ja,28
1638,どの国から来ましたか？,Which country are you from?,2026-07-11T13:35:15.832798+00:00,2026-07-11T13:35:15.832798+00:00,940,ja,
1639,お金を貯めている。,I am saving money.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,819,ja,80
1640,中学校では部活動に参加した。,I participated in club activities in middle school.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,889,ja,44
1641,大学で心理学を勉強している。,I am studying psychology at university.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,901,ja,44
1642,馬に乗る。,Ride a horse.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,894,ja,36
1643,一つだけ質問があります。,I have just one question.,2026-07-11T13:35:15.832798+00:00,2026-07-11T13:35:15.832798+00:00,937,ja,
1644,土曜日は休みです。,Saturday is a day off.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,900,ja,6
1645,数学の勉強が難しい。,Studying math is difficult.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,840,ja,44
1646,かわいい女の子が生まれた。,A cute girl was born.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,868,ja,28
1647,首が痛い。,My neck hurts.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,913,ja,17
1648,静かな図書館で勉強する。,Study in the quiet library.,2026-07-11T13:35:15.832798+00:00,2026-07-11T13:35:15.832798+00:00,820,ja,
1649,お米を洗う。,Wash the rice.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,875,ja,28
1650,子供の頃、よく山に行った。,"When I was a child, I often went to the mountains.",2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,843,ja,39
1651,四月は入学式がある。,There are entrance ceremonies in April.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,838,ja,44
1652,夕方に家に帰る。,I return home in the evening.,2026-07-11T13:35:15.832798+00:00,2026-08-29T05:35:26.246638+00:00,808,ja,28
